Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/22/2018 16:31:19,Engenharia de Computação,5º semestre,22 a 25 anos,Masculino,4,5,3,1,3,1,5,4,1,4,1,5,5,1,5,2,3,1,5,3,4,5,5,5,5,5,2,5,1,5,5,3,5,5,3,5,1,5,5,5,5,5,1,5,1,3,4,5,5,2,1,5,5,5,4,4,5,5,1,5,longo
3/22/2018 16:32:04,Engenharia Química,9º semestre,18 a 21 anos,Feminino,3,3,1,4,4,2,1,4,3,3,5,1,2,2,2,3,1,2,5,2,5,1,1,4,3,4,4,4,5,4,5,3,3,3,5,4,5,5,4,5,5,4,4,1,5,3,3,4,2,4,5,5,5,5,3,1,4,2,1,1,
3/22/2018 16:33:30,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,3,3,5,3,3,3,3,3,2,2,2,3,5,3,3,3,5,2,4,2,3,3,3,3,2,3,3,3,3,2,3,2,2,4,3,4,2,3,2,5,5,4,2,4,2,3,3,3,2,3,3,4,4,3,3,3,3,3,2,4,Legal.
3/22/2018 16:43:24,Engenharia Metalúrgica,3º semestre,18 a 21 anos,Masculino,4,4,5,3,4,3,4,3,3,3,2,1,5,4,3,2,5,2,3,3,4,4,4,4,4,5,3,3,3,3,4,3,4,4,2,3,2,4,5,2,4,4,1,3,1,3,4,3,4,2,1,4,4,3,4,4,5,4,1,5,Necessário para melhorias 
3/22/2018 16:49:19,Engenharia de Energias Renováveis,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,5,4,4,5,1,5,5,1,4,2,2,5,2,4,2,5,1,5,4,1,5,4,5,2,4,1,1,2,3,4,4,5,4,1,3,1,4,4,2,4,2,1,4,1,4,4,3,3,2,1,5,4,1,4,4,5,4,1,5,"Acredito que deveriam haver perguntas também com sentido de ver qual o perfil de atividades não somente na universidade, mas também exterior a ela. Pois, muitas pessoas não praticam esportes, ou com estes dados poderia ser comprovado que essa pessoa que essa  pessoa é muito tímida, ou então, não desopila em outras atividades, o peso das responsabilidades da universidade, ou então, se ela trabalha. São muitas variáveis da universidade que afetam nas atividades da universidade."
3/22/2018 16:53:16,Engenharia Mecânica,10º semestre,22 a 25 anos,Masculino,3,4,2,1,5,1,3,3,1,1,4,1,5,1,4,4,4,1,4,4,4,4,2,5,3,4,1,1,3,1,5,2,4,4,5,5,1,4,4,2,2,1,1,4,2,4,4,1,3,5,3,5,1,1,1,2,1,1,1,1,
3/22/2018 17:05:06,Engenharia Metalúrgica,1º semestre,Menos de 18 anos,Masculino,3,5,5,2,3,3,5,5,1,4,3,4,5,2,5,3,5,1,5,3,2,5,4,4,3,2,1,2,2,3,4,3,3,5,1,3,1,4,3,2,4,4,2,4,1,4,4,4,4,1,1,5,5,3,3,4,4,5,2,5,"Completo e importante para o conhecimento dos alunos que estão desfrutando da universidade, principalmente os novatos."
3/22/2018 17:06:49,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,2,3,5,2,4,3,3,4,1,3,4,4,5,2,2,5,4,5,2,3,3,2,4,3,3,4,2,5,2,3,2,3,2,4,4,4,3,2,2,2,2,3,1,4,2,4,2,2,5,4,4,3,3,2,2,4,4,1,2,
3/22/2018 17:08:15,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,5,5,1,5,2,5,5,1,3,1,3,5,1,5,4,5,1,4,4,5,5,3,5,3,5,1,3,3,1,5,3,5,5,2,4,1,4,3,2,4,4,2,2,1,3,5,4,4,2,1,4,5,1,5,5,5,3,1,5,
3/22/2018 17:08:50,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,3,4,4,4,1,1,3,4,3,4,5,5,1,3,3,5,5,5,3,5,3,3,4,1,3,3,1,3,3,4,3,4,2,4,3,4,3,3,4,3,4,1,3,1,3,3,4,4,3,3,5,3,1,1,4,3,4,1,1,"Ótimo, bastante agradável. "
3/22/2018 17:08:52,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,2,5,5,4,5,4,4,4,4,3,3,2,5,2,4,3,5,3,2,4,2,3,3,1,3,2,4,4,3,2,1,4,1,4,1,1,4,1,4,1,1,2,2,1,2,3,4,3,2,3,1,4,4,5,3,4,4,4,5,5,Interessante
3/22/2018 17:17:55,Engenharia Civil,10º semestre,22 a 25 anos,Masculino,4,4,3,2,3,1,4,4,3,4,2,1,3,2,3,1,5,2,3,3,5,2,2,5,3,5,3,1,1,2,5,5,4,4,2,4,3,4,5,4,4,5,1,5,3,5,4,5,4,2,3,5,4,2,3,3,5,2,1,2,Bom. Espero que o utilize para alguma coisa.
3/22/2018 17:19:09,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,5,5,5,3,3,3,2,3,1,3,3,4,3,5,5,5,5,4,5,5,3,4,3,3,5,3,2,5,4,3,4,3,4,2,3,5,3,4,4,4,4,4,1,3,5,4,4,4,3,4,4,4,5,3,5,3,1,3,Muito bom.
3/22/2018 17:24:06,Engenharia de Telecomunicações,1º semestre,18 a 21 anos,Masculino,4,5,4,2,5,1,4,5,1,4,1,4,5,1,5,3,5,1,4,4,1,5,5,5,4,4,1,1,1,3,5,4,5,5,1,5,1,5,5,3,5,5,1,4,1,5,4,5,5,1,1,5,4,1,3,5,3,5,1,2,bom
3/22/2018 17:42:36,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,3,5,5,3,3,4,4,3,4,3,4,2,4,4,3,1,5,3,2,3,5,4,2,2,1,2,5,4,4,4,2,4,2,4,2,3,4,1,2,1,1,2,5,2,4,2,3,5,1,5,2,4,4,4,3,3,5,5,3,5,"Previsível, mas útil"
3/22/2018 17:53:09,Engenharia Química,1º semestre,Menos de 18 anos,Masculino,2,3,4,2,3,3,3,3,3,2,3,4,4,3,3,3,5,3,3,3,5,4,3,4,3,3,1,4,4,3,5,3,2,3,3,5,2,4,4,3,4,5,4,2,3,3,4,3,4,3,4,4,5,3,3,4,5,4,3,3,Importante 
3/22/2018 17:58:48,Engenharia de Energias Renováveis,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,4,4,4,5,5,2,5,4,3,4,1,3,4,3,4,3,5,3,3,4,3,4,3,3,4,4,3,2,3,2,3,3,4,4,4,4,2,2,3,1,2,5,3,4,2,4,3,4,4,3,1,4,5,3,5,3,4,4,3,5,
3/22/2018 18:18:38,Engenharia Metalúrgica,1º semestre,18 a 21 anos,Feminino,4,3,5,3,5,3,5,5,4,4,4,5,5,5,3,3,5,3,4,3,5,4,3,4,3,5,5,3,3,5,5,3,4,3,3,5,5,5,4,5,4,2,4,3,1,2,5,5,5,5,4,3,5,5,1,4,5,5,1,1,Gostaria de poder escrever o que eu realmente acho.
3/22/2018 18:23:10,Engenharia Civil,10º semestre,22 a 25 anos,Masculino,3,4,2,3,5,1,4,5,2,4,1,5,4,1,3,2,5,1,4,2,4,4,2,4,4,4,1,2,4,4,3,2,1,5,1,3,1,5,3,3,4,2,1,5,1,5,5,2,5,1,1,5,5,3,1,4,1,4,2,4,Longo e repetitivo
3/22/2018 18:27:56,Engenharia Civil,7º semestre,18 a 21 anos,Masculino,3,4,5,5,3,4,5,5,5,3,5,1,3,5,4,1,5,5,2,3,5,4,1,4,1,3,5,3,5,3,5,1,5,5,5,3,5,3,1,5,4,4,5,1,3,1,5,5,5,2,3,5,5,5,5,1,3,4,3,5,"longo, mas interessante"
3/22/2018 18:28:21,Design,3º semestre,18 a 21 anos,Feminino,2,3,5,3,3,3,2,4,4,3,5,5,5,4,4,4,5,3,4,2,1,2,5,2,3,3,4,4,1,1,5,3,2,2,2,3,3,2,4,1,2,3,2,4,1,4,3,3,5,4,3,5,4,4,2,5,4,4,4,3,Me fez pensar em várias questões internas minhas e minha posição em relação ao curso.
3/22/2018 18:32:47,Arquitetura e Urbanismo,2º semestre,26 a 29 anos,Masculino,1,3,1,5,5,3,2,2,5,1,5,2,2,5,1,3,5,5,1,1,5,3,3,1,1,1,5,1,5,3,1,3,5,3,3,3,5,3,3,1,1,3,5,1,2,2,4,4,4,2,4,2,4,5,3,2,3,4,5,3,
3/22/2018 18:40:00,Engenharia de Energias Renováveis,5º semestre,18 a 21 anos,Masculino,2,4,3,2,2,3,3,4,3,2,2,2,4,3,2,1,5,2,4,2,3,3,4,3,2,2,3,4,3,4,3,3,2,3,1,3,3,1,2,1,2,2,2,2,1,2,4,4,3,4,3,3,2,2,2,3,4,2,3,2,Importante.
3/22/2018 18:42:10,Engenharia de Energias Renováveis,7º semestre,18 a 21 anos,Masculino,2,3,2,4,2,5,1,2,4,1,4,2,2,4,1,2,3,5,4,1,5,2,2,1,2,2,4,2,4,2,2,1,1,2,5,3,3,3,2,2,1,1,3,1,5,2,4,2,2,4,4,4,4,4,2,2,3,2,4,1,Espero que ele seja bem utilizado posteriormente.
3/22/2018 18:45:00,Engenharia de Telecomunicações,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",30 anos ou mais,Masculino,2,4,4,1,2,2,2,3,4,1,1,1,5,3,1,4,5,4,3,3,2,3,3,4,3,4,5,3,4,3,5,3,5,3,5,5,5,3,3,3,3,4,2,3,1,3,4,3,5,2,5,4,3,5,2,1,3,5,1,1,Muito bom
3/22/2018 18:45:29,Engenharia Química,3º semestre,18 a 21 anos,Feminino,5,5,1,3,5,2,5,5,3,4,3,2,5,4,4,1,2,1,3,3,4,5,1,2,2,3,5,5,4,5,5,3,5,5,3,5,3,3,5,1,3,5,5,5,2,4,2,5,5,5,1,5,5,5,1,3,5,4,1,5,"Muito bom. Espero que traga resultados concretos que possam ser postos em prática, a fim de melhorar a qualidade de vida estudantil dos alunos"
3/22/2018 18:50:57,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,3,4,5,2,5,2,5,4,2,3,2,4,4,3,4,3,5,4,3,4,3,5,5,3,4,3,2,3,1,3,4,4,2,4,1,2,2,2,3,3,3,4,1,4,1,4,4,4,5,1,1,5,5,4,5,4,4,5,2,5,Ele aborda vários aspectos relevantes que influenciam diretamente na vida do estudante.
3/22/2018 18:52:43,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,3,3,3,3,4,3,3,4,5,3,5,1,1,3,3,1,3,5,3,3,5,3,1,3,3,4,5,5,3,3,3,4,3,4,3,3,5,3,3,2,3,4,5,5,5,4,1,4,2,4,3,5,4,5,3,3,3,2,3,4,
3/22/2018 18:53:12,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,2,5,3,2,3,3,3,2,2,2,1,5,3,2,3,5,4,3,1,3,3,3,2,2,1,4,5,3,3,3,3,3,2,1,4,2,4,3,5,4,5,3,1,2,1,4,5,3,3,3,3,3,4,2,1,5,5,3,3,
3/22/2018 18:55:46,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Feminino,2,1,1,5,3,5,1,1,5,3,5,3,1,5,2,3,5,5,1,1,2,3,1,3,5,1,5,5,5,5,5,3,3,1,5,3,5,3,3,1,1,3,1,1,3,1,3,2,3,1,5,5,1,5,1,1,5,4,4,1,Interessante
3/22/2018 18:56:19,Engenharia de Energias Renováveis,5º semestre,22 a 25 anos,Masculino,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,3,4,2,4,4,3,4,3,4,2,2,3,3,2,3,4,3,2,3,3,3,3,2,2,2,3,4,3,4,3,4,4,3,4,3,1,2,2,
3/22/2018 18:59:25,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,3,2,2,3,4,3,3,2,1,1,4,3,3,2,5,4,4,3,3,3,3,5,2,5,4,4,5,4,4,1,3,4,4,4,3,5,3,2,2,4,3,3,2,3,3,3,2,4,2,4,4,4,5,4,4,3,2,4,Gostei e espero que sirva pra humanizar os professores da UFC que é a parte mais difícil!
3/22/2018 19:00:34,Engenharia Metalúrgica,1º semestre,Menos de 18 anos,Feminino,5,5,5,5,4,3,5,4,4,3,3,4,5,4,5,4,5,3,5,4,4,5,4,5,3,5,3,2,3,3,5,4,4,5,1,4,4,5,4,3,5,4,4,3,1,3,5,4,5,3,3,4,4,5,4,4,5,5,1,5,
3/22/2018 19:03:24,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,3,3,3,2,3,3,4,4,2,3,4,4,4,3,3,3,1,3,3,3,4,5,4,3,3,2,2,3,3,4,3,2,3,3,2,2,3,3,3,3,2,4,2,3,4,3,3,3,4,2,3,5,3,4,3,4,3,4,3,3,Interessante
3/22/2018 19:10:05,Engenharia Mecânica,7º semestre,18 a 21 anos,Masculino,5,4,3,3,4,2,4,4,1,3,2,2,2,2,4,2,5,1,5,4,4,3,3,4,3,5,3,2,2,5,5,3,3,5,4,5,1,5,4,5,5,3,2,2,3,3,2,3,5,3,2,5,5,3,3,2,2,1,1,4,
3/22/2018 19:14:32,Engenharia Mecânica,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,4,2,5,4,5,3,5,3,1,5,3,2,5,2,4,4,5,2,2,5,3,2,2,1,4,5,2,5,1,2,1,2,2,3,3,5,3,1,1,1,5,5,2,5,2,5,5,2,1,5,5,3,3,2,3,2,2,2,1,Entediante
3/22/2018 19:15:13,Engenharia Metalúrgica,1º semestre,18 a 21 anos,Feminino,3,5,4,4,4,2,4,5,2,5,3,4,4,2,4,4,4,2,4,4,2,5,4,4,4,4,3,1,3,5,5,4,4,4,2,4,3,3,5,3,4,4,2,3,1,4,4,5,4,2,1,5,5,4,4,4,5,4,1,5,
3/22/2018 19:16:51,Engenharia de Telecomunicações,1º semestre,18 a 21 anos,Masculino,4,2,4,2,2,1,3,4,1,4,2,4,4,1,4,4,4,2,3,3,3,3,4,4,3,3,1,1,2,4,4,3,4,3,1,4,1,3,3,1,4,3,2,4,1,3,3,4,4,2,2,4,3,2,2,4,4,4,1,3,Interessante
3/22/2018 19:18:39,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,2,1,1,3,2,3,1,1,4,3,5,1,1,4,1,2,2,4,2,1,3,1,1,2,2,2,4,3,2,4,2,3,2,1,4,3,5,1,4,1,1,3,2,1,5,2,1,4,3,4,5,4,1,5,1,2,4,3,4,1,"importante, pois estou a 1 passo de desistir do curso. "
3/22/2018 19:22:25,Engenharia Mecânica,9º semestre,22 a 25 anos,Masculino,3,2,2,2,3,2,3,5,3,4,1,2,4,4,4,4,5,1,5,4,4,3,3,5,4,5,2,1,1,5,5,4,5,2,4,4,1,5,5,4,3,5,1,4,1,4,4,5,4,1,1,5,3,3,3,4,4,4,1,3,Gostei. Espero que seja utilizado para algo concreto
3/22/2018 19:29:24,Engenharia de Petróleo,1º semestre,18 a 21 anos,Masculino,2,3,4,3,4,4,4,3,1,1,3,4,5,2,3,2,4,2,1,2,3,4,4,2,2,2,3,2,2,1,2,3,4,4,1,2,1,2,1,4,3,3,2,3,1,2,3,2,5,4,2,4,2,3,3,4,3,5,4,2,Interessante
3/22/2018 19:31:21,Engenharia Mecânica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,5,3,5,4,2,3,4,2,1,2,4,3,4,4,4,5,2,4,4,4,4,3,4,4,3,1,5,5,2,2,3,1,5,2,4,2,2,4,2,2,4,1,1,2,3,1,4,3,4,3,2,4,1,4,4,3,2,5,3,Importante para conhecer o perfil geral do aluno universitário.
3/22/2018 19:34:31,Engenharia Elétrica,3º semestre,18 a 21 anos,Masculino,3,5,2,4,5,2,5,5,4,3,5,2,5,4,4,4,5,4,4,3,4,5,4,5,3,5,5,3,3,4,5,3,4,5,2,3,5,4,4,5,4,3,2,4,1,3,5,4,5,4,2,4,5,5,5,3,4,4,2,5,
3/22/2018 19:41:27,Engenharia Mecânica,7º semestre,18 a 21 anos,Masculino,4,5,3,4,4,5,5,5,3,3,1,2,4,3,4,1,4,2,5,5,4,5,2,5,5,5,3,1,4,3,4,3,2,4,5,4,3,4,3,3,4,3,3,1,1,2,2,3,4,2,1,4,4,3,4,2,2,1,1,1,Bem completo.
3/22/2018 19:42:45,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,2,5,1,1,5,4,5,5,4,5,1,1,1,5,2,3,5,4,5,1,5,2,1,4,3,5,5,5,2,5,5,3,5,5,5,4,5,5,5,1,1,5,1,2,3,3,4,5,5,2,5,5,5,5,4,2,5,2,1,5,Espero que ele tenha algum efeito real 
3/22/2018 19:42:47,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Feminino,3,3,4,5,1,2,2,4,5,4,4,1,3,4,2,3,4,5,5,1,5,2,3,4,2,3,5,4,5,1,5,3,2,3,2,4,5,1,4,1,2,4,1,1,2,4,3,4,4,4,5,4,2,5,1,2,5,2,3,1,Não compreendi sua real utilidade. 
3/22/2018 19:49:52,Engenharia Civil,7º semestre,22 a 25 anos,Feminino,4,4,4,2,4,2,4,4,2,4,3,3,4,3,4,3,4,3,4,3,2,4,4,4,4,4,3,3,1,3,4,4,4,3,3,3,3,4,4,4,4,4,2,4,2,4,4,4,3,2,2,4,2,2,3,3,4,3,2,4,repetitivo
3/22/2018 19:51:15,Engenharia Elétrica,10º semestre,22 a 25 anos,Masculino,4,4,2,4,3,4,3,4,2,4,4,2,3,2,2,5,4,5,5,3,4,4,3,4,3,4,2,3,5,4,5,3,2,4,4,4,3,4,4,5,4,4,4,5,3,4,3,4,3,3,3,4,3,4,3,3,4,3,2,2,Abrangente.
3/22/2018 19:53:42,Engenharia Química,9º semestre,22 a 25 anos,Masculino,4,3,4,5,4,3,3,5,4,2,4,2,5,3,3,4,5,5,5,3,5,2,2,5,3,5,5,3,2,3,5,2,4,3,4,5,4,4,3,3,4,4,1,2,2,3,2,3,5,5,5,4,5,5,2,3,2,4,1,4,"Acho que é bastante pertinente e abrangente, porém a forma como foi disposto fez com que se tornasse cansativo."
3/22/2018 20:02:32,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,5,4,5,5,5,3,4,4,1,2,3,1,5,5,5,2,5,5,5,4,5,5,3,5,3,5,3,1,4,1,5,2,5,4,2,5,3,4,2,3,3,3,4,1,1,3,3,3,5,5,4,5,5,2,5,3,4,5,1,5,ok
3/22/2018 20:03:22,Engenharia Ambiental,1º semestre,18 a 21 anos,Masculino,4,5,5,4,4,2,5,5,4,4,4,3,5,3,5,3,5,5,5,4,5,5,5,5,3,5,5,5,2,2,5,3,5,5,5,4,5,5,4,4,4,4,4,3,1,3,4,4,4,3,1,4,3,5,4,2,5,5,1,5,"Ele apresenta diversas situações que um aluno passa durante a faculdade, espero que ele tenha alguma relevância no que diz respeito a mudanças que deveriam acontecer na universidade, principalmente sobre o corpo docente."
3/22/2018 20:04:00,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,4,4,5,2,4,2,5,4,3,4,1,3,5,3,4,3,5,3,4,4,2,5,4,5,4,5,3,2,2,4,5,5,4,4,3,5,3,4,4,5,5,5,2,4,1,4,5,5,5,3,1,5,5,4,4,4,4,4,1,5,"Ótimo, mt bom poder ver que estao sempre querendo melhorar "
3/22/2018 20:10:29,Engenharia Química,1º semestre,18 a 21 anos,Feminino,3,5,5,4,4,3,4,3,1,2,1,4,5,3,4,2,5,2,4,3,4,4,4,5,3,5,2,2,3,5,5,1,3,4,3,3,2,4,3,4,5,3,3,2,1,2,3,3,2,3,5,4,4,3,2,3,3,3,1,3,interessante 
3/22/2018 20:16:02,Engenharia Mecânica,9º semestre,26 a 29 anos,Feminino,4,4,3,4,5,3,4,4,3,3,2,1,3,3,4,5,5,2,5,4,4,5,3,5,3,5,3,3,3,4,4,4,2,3,3,4,3,3,4,1,3,3,2,4,2,4,3,4,3,2,2,4,4,4,5,4,5,3,2,4,Satisfatório
3/22/2018 20:20:02,Engenharia Civil,1º semestre,Menos de 18 anos,Masculino,2,4,3,5,4,4,3,3,4,2,5,3,4,5,2,2,4,5,1,3,3,4,3,3,2,2,4,4,3,2,2,3,1,2,2,3,4,2,2,2,2,3,2,2,3,3,4,3,5,5,5,3,4,5,5,3,4,4,4,1,Interessante
3/22/2018 20:26:44,Arquitetura e Urbanismo,9º semestre,22 a 25 anos,Feminino,1,5,2,4,5,4,5,4,4,1,5,1,3,5,3,1,5,2,1,1,5,5,4,1,2,1,5,5,3,1,5,2,2,5,2,2,4,1,2,4,4,3,3,1,4,2,3,3,4,3,2,4,4,5,5,1,3,5,5,3,Muito interessante.
3/22/2018 20:28:31,Engenharia Química,7º semestre,18 a 21 anos,Feminino,5,4,3,3,5,3,5,4,2,3,3,4,5,5,5,1,4,3,5,3,5,5,3,5,3,5,5,2,4,1,5,1,2,5,5,5,3,4,1,4,3,5,3,1,1,5,3,2,4,3,1,5,5,5,3,3,3,2,1,4,"Fornece detalhes sobre a vida acadêmica dos estudantes,possibilitando que sejam encontrados fatores que afetam o desempenho, a motivação e  permanência dos alunos no curso e na Universidade a partir de aspectos psicológicos encontrando as causas para problemas emocionais geradas pela pressão do curso para que estas possam ser solucionadas"
3/22/2018 20:32:14,Engenharia Metalúrgica,1º semestre,18 a 21 anos,Masculino,4,4,5,2,3,4,4,5,1,2,3,5,5,4,5,4,5,2,4,3,3,5,4,5,3,5,1,2,4,3,5,2,3,4,1,5,2,4,3,3,4,3,5,2,1,3,5,3,5,3,2,4,4,4,3,4,5,5,2,5,Muito bom 
3/22/2018 20:35:45,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,1,4,5,1,5,1,5,3,4,5,1,4,5,3,5,5,5,1,2,5,2,4,3,3,3,1,3,5,1,1,1,4,4,5,1,3,3,1,2,1,1,1,1,1,1,2,5,4,5,4,1,4,5,1,5,5,5,4,5,5,Legal
3/22/2018 20:38:09,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,4,4,1,3,3,3,4,4,2,4,2,1,3,1,3,3,4,2,4,3,2,4,4,4,5,4,2,2,2,5,5,4,3,3,5,3,1,3,5,2,3,5,1,1,3,5,4,5,5,3,2,5,5,5,4,1,4,4,2,4,Uma ótima iniciativa e espero que os resultados sejam realmente utilizados para uma melhoria na universidade!
3/22/2018 20:38:22,Engenharia de Telecomunicações,1º semestre,18 a 21 anos,Masculino,3,3,1,4,2,2,3,4,4,1,4,4,3,3,3,4,3,2,3,2,2,4,3,2,2,3,4,5,2,1,1,1,1,3,2,2,4,1,1,2,1,3,4,4,4,2,3,3,2,2,3,4,4,2,2,4,4,3,3,1,Muito bem detalhado. Algumas perguntas me pegaram de surpresa. Me identifiquei bastante com as respostas.
3/22/2018 20:42:28,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,2,3,4,4,3,2,3,3,3,2,4,2,3,3,2,2,4,3,1,3,2,3,3,1,4,1,4,3,3,3,3,3,2,2,2,2,5,1,3,2,2,3,3,2,2,5,5,2,2,4,2,5,2,3,3,4,4,4,2,5,mediano
3/22/2018 20:44:54,Engenharia de Energias Renováveis,5º semestre,18 a 21 anos,Masculino,3,4,4,2,5,1,5,4,1,3,1,1,5,1,4,3,5,1,4,4,4,5,3,5,3,5,2,4,2,3,4,2,3,4,2,3,2,5,4,4,4,3,1,3,1,3,3,3,3,1,1,4,4,3,4,4,2,3,1,5,Interessante e diferente 
3/22/2018 20:46:56,Engenharia Metalúrgica,1º semestre,18 a 21 anos,Masculino,2,5,5,1,3,4,5,5,5,2,1,3,5,5,5,5,5,5,2,5,5,5,5,2,5,3,5,5,5,5,2,5,5,5,5,3,5,3,5,1,2,5,1,4,1,3,3,5,3,1,5,5,5,5,2,5,5,5,5,5,Comum.
3/22/2018 20:58:36,Engenharia Química,7º semestre,18 a 21 anos,Feminino,3,2,2,4,5,5,2,2,5,2,5,2,3,5,1,3,5,3,4,2,5,2,1,4,2,5,5,2,5,1,5,2,2,3,4,4,5,5,2,4,3,4,4,2,4,2,4,2,5,3,5,2,3,5,3,3,5,4,1,2,
